standard_id,initiative_id,s.initiative_name,framework_id,standard_grade_level,standard_statement,standard_code,s.full_code,standard_domain,standard_subdomain,standard_standard
1629,1,CCSS,2,HSN,"(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.",CONTENT.HSN.VM.C.9,CCSS.CONTENT.HSN.VM.C.9,CONTENT,VM,C.9
1775,1,CCSS,2,HSS,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",CONTENT.HSS.CP.A.1,CCSS.CONTENT.HSS.CP.A.1,CONTENT,CP,A.1
1776,1,CCSS,2,HSS,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",CONTENT.HSS.CP.A.2,CCSS.CONTENT.HSS.CP.A.2,CONTENT,CP,A.2
1777,1,CCSS,2,HSS,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",CONTENT.HSS.CP.A.3,CCSS.CONTENT.HSS.CP.A.3,CONTENT,CP,A.3
1778,1,CCSS,2,HSS,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.",CONTENT.HSS.CP.A.4,CCSS.CONTENT.HSS.CP.A.4,CONTENT,CP,A.4
1779,1,CCSS,2,HSS,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.",CONTENT.HSS.CP.A.5,CCSS.CONTENT.HSS.CP.A.5,CONTENT,CP,A.5
1780,1,CCSS,2,HSS,"Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",CONTENT.HSS.CP.B.6,CCSS.CONTENT.HSS.CP.B.6,CONTENT,CP,B.6
1781,1,CCSS,2,HSS,"Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.",CONTENT.HSS.CP.B.7,CCSS.CONTENT.HSS.CP.B.7,CONTENT,CP,B.7
1782,1,CCSS,2,HSS,"(+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",CONTENT.HSS.CP.B.8,CCSS.CONTENT.HSS.CP.B.8,CONTENT,CP,B.8
1783,1,CCSS,2,HSS,(+) Use permutations and combinations to compute probabilities of compound events and solve problems.,CONTENT.HSS.CP.B.9,CCSS.CONTENT.HSS.CP.B.9,CONTENT,CP,B.9
1769,1,CCSS,2,HSS,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,CONTENT.HSS.IC.A.1,CCSS.CONTENT.HSS.IC.A.1,CONTENT,IC,A.1
1770,1,CCSS,2,HSS,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?",CONTENT.HSS.IC.A.2,CCSS.CONTENT.HSS.IC.A.2,CONTENT,IC,A.2
1771,1,CCSS,2,HSS,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",CONTENT.HSS.IC.B.3,CCSS.CONTENT.HSS.IC.B.3,CONTENT,IC,B.3
1772,1,CCSS,2,HSS,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,CONTENT.HSS.IC.B.4,CCSS.CONTENT.HSS.IC.B.4,CONTENT,IC,B.4
1773,1,CCSS,2,HSS,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,CONTENT.HSS.IC.B.5,CCSS.CONTENT.HSS.IC.B.5,CONTENT,IC,B.5
1774,1,CCSS,2,HSS,Evaluate reports based on data.,CONTENT.HSS.IC.B.6,CCSS.CONTENT.HSS.IC.B.6,CONTENT,IC,B.6
1757,1,CCSS,2,HSS,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",CONTENT.HSS.ID.A.1,CCSS.CONTENT.HSS.ID.A.1,CONTENT,ID,A.1
1758,1,CCSS,2,HSS,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",CONTENT.HSS.ID.A.2,CCSS.CONTENT.HSS.ID.A.2,CONTENT,ID,A.2
1759,1,CCSS,2,HSS,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",CONTENT.HSS.ID.A.3,CCSS.CONTENT.HSS.ID.A.3,CONTENT,ID,A.3
1760,1,CCSS,2,HSS,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",CONTENT.HSS.ID.A.4,CCSS.CONTENT.HSS.ID.A.4,CONTENT,ID,A.4
1761,1,CCSS,2,HSS,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",CONTENT.HSS.ID.B.5,CCSS.CONTENT.HSS.ID.B.5,CONTENT,ID,B.5
1762,1,CCSS,2,HSS,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",CONTENT.HSS.ID.B.6,CCSS.CONTENT.HSS.ID.B.6,CONTENT,ID,B.6
1763,1,CCSS,2,HSS,"Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.",CONTENT.HSS.ID.B.6.A,CCSS.CONTENT.HSS.ID.B.6.A,CONTENT,ID,B.6.A
1764,1,CCSS,2,HSS,Informally assess the fit of a function by plotting and analyzing residuals.,CONTENT.HSS.ID.B.6.B,CCSS.CONTENT.HSS.ID.B.6.B,CONTENT,ID,B.6.B
1765,1,CCSS,2,HSS,Fit a linear function for a scatter plot that suggests a linear association.,CONTENT.HSS.ID.B.6.C,CCSS.CONTENT.HSS.ID.B.6.C,CONTENT,ID,B.6.C
1766,1,CCSS,2,HSS,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,CONTENT.HSS.ID.C.7,CCSS.CONTENT.HSS.ID.C.7,CONTENT,ID,C.7
1767,1,CCSS,2,HSS,Compute (using technology) and interpret the correlation coefficient of a linear fit.,CONTENT.HSS.ID.C.8,CCSS.CONTENT.HSS.ID.C.8,CONTENT,ID,C.8
1768,1,CCSS,2,HSS,Distinguish between correlation and causation.,CONTENT.HSS.ID.C.9,CCSS.CONTENT.HSS.ID.C.9,CONTENT,ID,C.9
1784,1,CCSS,2,HSS,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,CONTENT.HSS.MD.A.1,CCSS.CONTENT.HSS.MD.A.1,CONTENT,MD,A.1
1785,1,CCSS,2,HSS,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,CONTENT.HSS.MD.A.2,CCSS.CONTENT.HSS.MD.A.2,CONTENT,MD,A.2
1786,1,CCSS,2,HSS,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.",CONTENT.HSS.MD.A.3,CCSS.CONTENT.HSS.MD.A.3,CONTENT,MD,A.3
1787,1,CCSS,2,HSS,"(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?",CONTENT.HSS.MD.A.4,CCSS.CONTENT.HSS.MD.A.4,CONTENT,MD,A.4
1788,1,CCSS,2,HSS,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.,CONTENT.HSS.MD.B.5,CCSS.CONTENT.HSS.MD.B.5,CONTENT,MD,B.5
1789,1,CCSS,2,HSS,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast-food restaurant.",CONTENT.HSS.MD.B.5.A,CCSS.CONTENT.HSS.MD.B.5.A,CONTENT,MD,B.5.A
1790,1,CCSS,2,HSS,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident.",CONTENT.HSS.MD.B.5.B,CCSS.CONTENT.HSS.MD.B.5.B,CONTENT,MD,B.5.B
1791,1,CCSS,2,HSS,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",CONTENT.HSS.MD.B.6,CCSS.CONTENT.HSS.MD.B.6,CONTENT,MD,B.6
1792,1,CCSS,2,HSS,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).",CONTENT.HSS.MD.B.7,CCSS.CONTENT.HSS.MD.B.7,CONTENT,MD,B.7
1882,1,CCSS,6,,,Functions,CCSS.Functions,CONTENT,,Functions
1883,1,CCSS,6,,,Geometry,CCSS.Geometry,CONTENT,,Geometry
1801,1,CCSS,6,,,L.1,CCSS.L.1,L,,1
202,1,CCSS,1,45973,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.11-12.1,CCSS.L.11-12.1,L,,1
203,1,CCSS,1,45973,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.11-12.2,CCSS.L.11-12.2,L,,2
204,1,CCSS,1,45973,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.",L.11-12.3,CCSS.L.11-12.3,L,,3
205,1,CCSS,1,45973,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11 - 12 reading and content, choosing flexibly from a range of strategies.",L.11-12.4,CCSS.L.11-12.4,L,,4
206,1,CCSS,1,45973,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.11-12.5,CCSS.L.11-12.5,L,,5
207,1,CCSS,1,45973,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.",L.11-12.6,CCSS.L.11-12.6,L,,6
1802,1,CCSS,6,,,L.2,CCSS.L.2,L,,2
1803,1,CCSS,6,,,L.3,CCSS.L.3,L,,3
1315,1,CCSS,1,3,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.3.1,CCSS.L.3.1,L,,1
161,1,CCSS,1,3,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.3.2,CCSS.L.3.2,L,,2
162,1,CCSS,1,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.3.3,CCSS.L.3.3,L,,3
163,1,CCSS,1,3,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",L.3.4,CCSS.L.3.4,L,,4
164,1,CCSS,1,3,"Demonstrate understanding of figurative language, word relationships and nuances in word meanings.",L.3.5,CCSS.L.3.5,L,,5
165,1,CCSS,1,3,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).",L.3.6,CCSS.L.3.6,L,,6
1804,1,CCSS,6,,,L.4,CCSS.L.4,L,,4
166,1,CCSS,1,4,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.4.1,CCSS.L.4.1,L,,1
167,1,CCSS,1,4,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.4.2,CCSS.L.4.2,L,,2
168,1,CCSS,1,4,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.4.3,CCSS.L.4.3,L,,3
169,1,CCSS,1,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.",L.4.4,CCSS.L.4.4,L,,4
170,1,CCSS,1,4,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.4.5,CCSS.L.4.5,L,,5
171,1,CCSS,1,4,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",L.4.6,CCSS.L.4.6,L,,6
1805,1,CCSS,6,,,L.5,CCSS.L.5,L,,5
172,1,CCSS,1,5,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.5.1,CCSS.L.5.1,L,,1
173,1,CCSS,1,5,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.5.2,CCSS.L.5.2,L,,2
174,1,CCSS,1,5,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.5.3,CCSS.L.5.3,L,,3
175,1,CCSS,1,5,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.",L.5.4,CCSS.L.5.4,L,,4
176,1,CCSS,1,5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.5.5,CCSS.L.5.5,L,,5
177,1,CCSS,1,5,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",L.5.6,CCSS.L.5.6,L,,6
1806,1,CCSS,6,,,L.6,CCSS.L.6,L,,6
178,1,CCSS,1,6,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.6.1,CCSS.L.6.1,L,,1
179,1,CCSS,1,6,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.6.2,CCSS.L.6.2,L,,2
180,1,CCSS,1,6,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.6.3,CCSS.L.6.3,L,,3
181,1,CCSS,1,6,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.",L.6.4,CCSS.L.6.4,L,,4
182,1,CCSS,1,6,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.6.5,CCSS.L.6.5,L,,5
183,1,CCSS,1,6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,L.6.6,CCSS.L.6.6,L,,6
184,1,CCSS,1,7,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.7.1,CCSS.L.7.1,L,,1
185,1,CCSS,1,7," Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.7.2,CCSS.L.7.2,L,,2
186,1,CCSS,1,7,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.7.3,CCSS.L.7.3,L,,3
187,1,CCSS,1,7,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on <em>grade 7 reading and content</em>, choosing flexibly from a range of strategies.",L.7.4,CCSS.L.7.4,L,,4
188,1,CCSS,1,7,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.7.5,CCSS.L.7.5,L,,5
189,1,CCSS,1,7,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,L.7.6,CCSS.L.7.6,L,,6
190,1,CCSS,1,8,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,L.8.1,CCSS.L.8.1,L,,1
191,1,CCSS,1,8,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",L.8.2,CCSS.L.8.2,L,,2
192,1,CCSS,1,8,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",L.8.3,CCSS.L.8.3,L,,3
193,1,CCSS,1,8,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",L.8.4,CCSS.L.8.4,L,,4
194,1,CCSS,1,8,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",L.8.5,CCSS.L.8.5,L,,5
