CCSS Code,CCSS Standard,Mapped Framework,Mapped Code,Mapped Standard / Benchmark
CCSS.W.5.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 5 here.)",TEKS,TEKS.ELAR.5.11(C),"(C) revise drafts to improve sentence structure and word choice by adding, deleting, combining, and rearranging ideas for coherence and clarity"
CCSS.W.5.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 5 here.)",TEKS,TEKS.ELAR.5.11(D),"(D) edit drafts using standard English conventions, including:"
CCSS.W.5.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 5 here.)",BEST,BEST.ELA.5.C.1.5,"Improve writing by planning, revising, and editing, with guidance and support from adults and feedback from peers."
CCSS.W.5.5,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 5 here.)",BEST,BEST.ELA.K12.EE.5.1,Use the accepted rules governing a specific format to create quality work.
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",BLOOM,BLOOM.6.3,Inventing a product
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",TEKS,TEKS.ELAR.5.11(E),(E) publish written work for appropriate audiences.
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",TEKS,TEKS.ELAR.5.13(H),"(H) use an appropriate mode of delivery, whether written, oral, or multimodal, to present results."
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",BEST,BEST.ELA.5.C.5.1,Arrange multimedia elements to create emphasis and/or clarity in oral or written tasks.
CCSS.W.5.6,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",BEST,BEST.ELA.K12.EE.5.3,Use appropriate voice and tone when speaking or writing
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,BLOOM,BLOOM.2,"Construct meaning from instructional messages, including oral, written, and graphic communication"
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,BLOOM,BLOOM.6.1,Coming up with alternative hypotheses based on criteria
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,BLOOM,BLOOM.6.2,Devising a procedure for accomplishing some task
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,TEKS,TEKS.ELAR.5.13(A),(A) generate and clarify questions on a topic for formal and informal inquiry
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,TEKS,TEKS.ELAR.5.13(B),(B) develop and follow a research plan with adult assistance
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,TEKS,TEKS.ELAR.5.13(C),(C) identify and gather relevant information from a variety of sources
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,TEKS,TEKS.ELAR.5.13(E),(E) demonstrate understanding of information gathered
CCSS.W.5.7,Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.,BEST,BEST.ELA.5.C.4.1,"Conduct research to answer a question, organizing information about the topic and using multiple reliable and valid sources."
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",BLOOM,BLOOM.2,"Construct meaning from instructional messages, including oral, written, and graphic communication"
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",BLOOM,BLOOM.2.2,Finding a specific example or illustration of a concept or principle
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",BLOOM,BLOOM.2.3,Determining that something belongs to a category
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",BLOOM,BLOOM.2.5,Drawing a logical conclusion from presented information
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",BLOOM,BLOOM.3.1,Applying a procedure to a familiar task
CCSS.W.5.8,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",TEKS,TEKS.ELAR.5.13(C),(C) identify and gather relevant information from a variety of sources
