ccss_code,ccss_description,grade,framework,framework_code,framework_description,framework_tag,framework_strand,framework_substrand
CCSS.RangeofWriting:,"Apply grade 6 Reading standards to literary nonfiction (e.g., ""Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not"").",6,TEKS,TEKS.ELAR.Range of Writing:,,,,
CCSS.ReadingLiterature,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",6,BEST,Reading Literature,Reading Literature,,,Reading Literature
CCSS.ReadingLiterature,"By the end of the year, read and comprehend literary nonfiction in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",6,TEKS,TEKS.ELAR.Reading Literature,,,,
CCSS.ResearchtoBuildandPresentKnowledge:,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.",6,BEST,Research to Build and Present Knowledge:,,,,
CCSS.ResearchtoBuildandPresentKnowledge:,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.",6,TEKS,TEKS.ELAR.Research to Build and Present Knowledge:,,,,
CCSS.RF.3.3,Know and apply grade-level phonics and word analysis skills in decoding words.,3,BLOOM,BLOOM.2,"Construct meaning from instructional messages, including oral, written, and graphic communication",Understand,,
CCSS.RF.3.3,Know and apply grade-level phonics and word analysis skills in decoding words.,3,BEST,BEST.ELA.3.F.1.4,"Read grade-level texts with accuracy, automaticity, and appropriate prosody or expression.",,Foundational Skills,Fluency
CCSS.RF.3.3,Know and apply grade-level phonics and word analysis skills in decoding words.,3,TEKS,TEKS.ELAR.3.2(A),(A) demonstrate and apply phonetic knowledge by:,,,
CCSS.RF.3.3.A,Identify and know the meaning of the most common prefixes and derivational suffixes.,3,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.RF.3.3.A,Identify and know the meaning of the most common prefixes and derivational suffixes.,3,BEST,BEST.ELA.3.F.1.3,"Use knowledge of grade-level phonics and word-analysis skills to decode words. a. Decode words with common Greek and Latin roots and affixes. (See benchmark 3.V.1.2) b. Decode words with common derivational suffixes and describe how they turn words into different parts of speech. (e.g., -ful, -less, -est). c. Decode multisyllabic words.",,Foundational Skills,Learning and Applying Foundational Reading Skills
CCSS.RF.3.3.A,Identify and know the meaning of the most common prefixes and derivational suffixes.,3,TEKS,TEKS.ELAR.3.2(A)(v),(v) decoding words using knowledge of prefixes;,,,
CCSS.RF.3.3.A,Identify and know the meaning of the most common prefixes and derivational suffixes.,3,TEKS,TEKS.ELAR.3.2(A)(vi),"(vi) decoding words using knowledge of suffixes, including how they can change base words such as dropping e, changing y to i, and doubling final consonants; and",,,
CCSS.RF.3.3.B,Decode words with common Latin suffixes.,3,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.RF.3.3.B,Decode words with common Latin suffixes.,3,TEKS,TEKS.ELAR.3.2(A)(vi),"(vi) decoding words using knowledge of suffixes, including how they can change base words such as dropping e, changing y to i, and doubling final consonants; and",,,
CCSS.RF.3.3.C,Decode multisyllable words.,3,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.RF.3.3.C,Decode multisyllable words.,3,TEKS,TEKS.ELAR.3.2(A)(i),"(i) decoding multisyllabic words with multiple sound-spelling patterns such as eigh, ough, and en;",,,
CCSS.RF.3.3.C,Decode multisyllable words.,3,TEKS,TEKS.ELAR.3.2(A)(ii),"(ii) decoding multisyllabic words with closed syllables; open syllables; VCe syllables; vowel teams, including digraphs and diphthongs; r-controlled syllables; and final stable syllables;",,,
CCSS.RF.3.3.C,Decode multisyllable words.,3,TEKS,TEKS.ELAR.3.2(A)(iii),"(iii) decoding compound words, contractions, and abbreviations;",,,
CCSS.RF.3.3.C,Decode multisyllable words.,3,TEKS,TEKS.ELAR.3.2(A)(iv),"(iv) decoding words using knowledge of syllable division patterns such as VCCV, VCV, and VCCCV with accent shifts;",,,
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,BLOOM,BLOOM.3.2,Applying a procedure to an unfamiliar task,Implementing,,
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,BEST,BEST.ELA.3.V.1.1,Use grade-level academic vocabulary appropriately in speaking and writing.,,Vocabulary,Finding Meaning
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,BEST,BEST.ELA.3.F.1.3,"Use knowledge of grade-level phonics and word-analysis skills to decode words. a. Decode words with common Greek and Latin roots and affixes. (See benchmark 3.V.1.2) b. Decode words with common derivational suffixes and describe how they turn words into different parts of speech. (e.g., -ful, -less, -est). c. Decode multisyllabic words.",,Foundational Skills,Learning and Applying Foundational Reading Skills
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,BEST,Fluency:,,,,
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,TEKS,TEKS.ELAR.3.2(A)(i),"(i) decoding multisyllabic words with multiple sound-spelling patterns such as eigh, ough, and en;",,,
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,TEKS,TEKS.ELAR.3.2(B)(iv),(iv) spelling multisyllabic words with multiple sound-spelling patterns;,,,
CCSS.RF.3.3.D,Read grade-appropriate irregularly spelled words.,3,TEKS,Fluency:,,,,
CCSS.RF.3.4,Read with sufficient accuracy and fluency to support comprehension.,3,BLOOM,BLOOM.1,Retrieve relevant knowledge from long-term memory,Remember,,
CCSS.RF.3.4,Read with sufficient accuracy and fluency to support comprehension.,3,BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented,Checking,,
CCSS.RF.3.4,Read with sufficient accuracy and fluency to support comprehension.,3,BEST,BEST.ELA.3.F.1.4,"Read grade-level texts with accuracy, automaticity, and appropriate prosody or expression.",,Foundational Skills,Fluency
CCSS.RF.3.4,Read with sufficient accuracy and fluency to support comprehension.,3,TEKS,TEKS.ELAR.3.4,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --fluency. The student reads grade-level text with fluency and comprehension. The student is expected to use appropriate fluency (rate, accuracy, and prosody) when reading grade-level text.",,,
CCSS.RF.3.4,Read with sufficient accuracy and fluency to support comprehension.,3,TEKS,TEKS.ELAR.3.6(I),"(I) monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down.",,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,BLOOM,BLOOM.1,Retrieve relevant knowledge from long-term memory,Remember,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,BLOOM,BLOOM.2.3,Determining that something belongs to a category,Classifying,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented,Checking,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,TEKS,TEKS.ELAR.3.5,"(5) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --self-sustained reading. The student reads grade-appropriate texts independently. The student is expected to self-select text and read independently for a sustained period of time.",,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,TEKS,TEKS.ELAR.3.6(A),(A) establish purpose for reading assigned and self-selected texts;,,,
CCSS.RF.3.4.A,Read grade-level text with purpose and understanding.,3,TEKS,TEKS.ELAR.3.6(I),"(I) monitor comprehension and make adjustments such as re-reading, using background knowledge, asking questions, and annotating when understanding breaks down.",,,
CCSS.RF.3.4.B,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",3,BLOOM,BLOOM.1.1,Locating knowledge in long-term memory that is consistent with presented material,Recognizing,,
CCSS.RF.3.4.B,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",3,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RF.3.4.B,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",3,TEKS,TEKS.ELAR.3.4,"(4) Developing and sustaining foundational language skills: listening, speaking, reading, writing, and thinking --fluency. The student reads grade-level text with fluency and comprehension. The student is expected to use appropriate fluency (rate, accuracy, and prosody) when reading grade-level text.",,,
CCSS.RF.3.4.B,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",3,TEKS,TEKS.ELAR.3.7(E),"(E) interact with sources in meaningful ways such as notetaking, annotating, freewriting, or illustrating;",,,
CCSS.RF.3.4.C,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",3,BLOOM,BLOOM.2.1,"Changing from one form of representation to another (numerical to verbal, e.g.)",Interpreting,,
CCSS.RF.3.4.C,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",3,BLOOM,BLOOM.5.1,Detecting inconsistencies or fallacies within a process or product; determining whether a process or product has internal consistency; detecting the effectiveness of a procedure as it is being implemented,Checking,,
CCSS.RF.3.4.C,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",3,BEST,BEST.ELA.3.F.1.3,"Use knowledge of grade-level phonics and word-analysis skills to decode words. a. Decode words with common Greek and Latin roots and affixes. (See benchmark 3.V.1.2) b. Decode words with common derivational suffixes and describe how they turn words into different parts of speech. (e.g., -ful, -less, -est). c. Decode multisyllabic words.",,Foundational Skills,Fluency
